genes,#R3,#R6,#R12,#R20
YKL206C,0,0,0,0
YKL207W,0,0,0,0
YKL208W,0,0,0,0
YKL209C,0,0,0,0
YKL210W,0,0,0,0
YKL211C,0,0,0,0
YKL212W,0,0,0,0
YKL213C,0,0,0,0
YKL214C,0,0,0,0
YKL215C,0,0,0,0
YKL216W,0,0,0,0
YKL217W,2,1,0,0
YKL218C,3,1,0,0
YKL219W,0,0,0,0
YKL220C,0,0,0,0
YKL221W,89,99,100,100
YKL222C,0,0,0,0
YKL223W,0,2,0,0
YKL224C,17,23,7,2
YKL225W,0,0,0,0
YKR001C,0,0,0,0
YKR002W,0,0,0,0
YKR003W,0,0,0,0
YKR004C,0,0,0,0
YKR005C,0,0,0,0
YKR006C,0,0,0,0
YKR007W,0,0,0,0
YKR008W,0,0,0,0
YKR009C,0,0,0,0
YKR010C,0,0,0,0
YKR011C,0,0,0,0
YKR012C,11,5,1,0
YKR013W,0,0,0,0
YKR014C,0,0,0,0
YKR015C,0,0,0,0
YKR016W,0,0,0,0
YKR017C,0,0,0,0
YKR018C,0,0,0,0
YKR019C,0,0,0,0
YKR020W,0,0,0,0
YKR021W,0,0,0,0
YKR022C,0,0,0,0
YKR023W,0,0,0,0
YKR024C,75,92,100,100
YKR025W,0,0,0,0
YKR026C,0,0,0,0
YKR027W,0,0,0,0
YKR028W,0,0,0,0
YKR029C,0,0,0,0
YKR030W,0,0,0,0
YKR031C,0,0,0,0
YKR032W,0,0,0,0
YKR033C,0,0,0,0
YKR034W,1,1,4,0
YKR035C,0,0,0,0
YKR035W-A,0,0,0,0
YKR036C,0,0,0,0
YKR037C,0,0,0,0
YKR038C,0,0,0,0
YKR039W,100,100,100,100
YKR040C,0,0,0,0
YKR041W,50,41,65,54
YKR042W,0,0,0,0
YKR043C,0,0,0,0
YKR044W,0,0,0,0
YKR045C,0,0,0,0
YKR046C,0,0,0,0
YKR047W,10,1,0,0
YKR048C,0,0,0,0
YKR049C,1,0,0,0
YKR050W,0,0,0,0
YKR051W,0,0,0,0
YKR052C,0,0,0,0
YKR053C,6,0,0,0
YKR054C,0,0,0,0
YKR055W,0,0,0,0
YKR056W,7,1,0,0
YKR057W,3,0,0,0
YKR058W,64,74,93,99
YKR059W,0,0,0,0
YKR060W,50,48,30,22
YKR061W,0,0,0,0
YKR062W,0,0,0,0
YKR063C,0,0,0,0
YKR064W,0,0,0,0
YKR065C,0,0,0,0
YKR066C,0,0,0,0
YKR067W,0,0,0,0
YKR068C,0,0,0,0
YKR069W,36,23,13,0
YKR070W,0,0,0,0
YKR071C,0,0,0,0
YKR072C,0,0,0,0
YKR073C,2,1,1,0
YKR074W,0,0,0,0
YKR075C,0,0,0,0
YKR075W-A,0,0,0,0
YKR076W,79,90,98,100
YKR077W,25,18,6,2
YKR078W,0,0,0,0
YKR079C,21,12,3,0
YKR080W,100,100,100,100
YKR081C,5,2,0,0
YKR082W,0,0,0,0
YKR083C,0,0,0,0
YKR084C,0,0,0,0
YKR085C,0,0,0,0
YKR086W,0,0,0,0
YKR087C,0,0,0,0
YKR088C,0,0,0,0
YKR089C,0,0,0,0
YKR090W,0,0,0,0
YKR091W,28,9,6,0
YKR092C,1,0,0,0
YKR093W,0,0,0,0
YKR094C,0,0,0,0
YKR095W,0,0,0,0
YKR095W-A,0,0,0,0
YKR096W,0,0,0,0
YKR097W,43,48,31,19
YKR098C,0,0,0,0
YKR099W,0,0,0,0
YKR100C,0,0,0,0
YKR101W,0,0,0,0
YKR102W,0,0,0,0
YKR103W,0,0,0,0
YKR104W,5,0,0,0
YKR105C,0,0,0,0
YKR106W,25,16,2,0
YLL001W,0,0,0,0
YLL002W,0,0,0,0
YLL003W,0,0,0,0
YLL004W,0,0,0,0
YLL005C,0,0,0,0
YLL006W,0,0,0,0
YLL006W-A,3,29,29,24
YLL007C,0,0,0,0
YLL008W,58,67,69,80
YLL009C,0,0,0,0
YLL010C,0,0,0,0
YLL011W,67,72,85,92
YLL012W,0,0,0,0
YLL013C,0,0,0,0
YLL014W,0,0,0,0
YLL015W,0,0,0,0
YLL016W,0,0,0,0
YLL017W,0,0,0,0
YLL018C,0,0,0,0
YLL018C-A,0,0,0,0
YLL019C,0,0,0,0
YLL019W-A,0,0,0,0
YLL020C,43,46,25,41
YLL021W,0,0,0,0
YLL022C,0,0,0,0
YLL023C,0,0,0,0
YLL024C,8,3,0,0
YLL025W,7,1,0,0
YLL026W,32,28,26,17
YLL027W,0,0,0,0
YLL028W,23,25,8,0
YLL029W,0,0,0,0
YLL030C,0,0,0,0
YLL031C,0,0,0,0
YLL032C,0,0,0,0
YLL033W,0,0,0,0
YLL034C,46,40,16,8
YLL035W,17,10,1,0
YLL036C,0,0,0,0
YLL037W,2,0,0,0
YLL038C,3,1,0,0
YLL039C,0,0,0,0
YLL040C,0,0,0,0
YLL041C,0,0,0,0
YLL042C,1,0,0,0
YLL043W,0,0,0,0
YLL044W,0,0,0,0
YLL045C,0,0,0,0
YLL046C,3,7,3,0
YLL047W,0,0,2,1
YLL048C,0,0,0,0
YLL049W,0,0,0,0
YLL050C,0,0,0,0
YLL051C,0,0,0,0
YLL052C,100,100,100,100
YLL053C,100,100,100,100
YLL054C,1,0,0,0
YLL055W,0,0,0,0
YLL056C,17,9,2,0
YLL057C,0,0,0,0
YLL058W,0,0,0,0
YLL059C,0,0,0,0
YLL060C,96,100,100,100
YLL061W,80,79,84,99
YLL062C,16,12,1,0
YLL063C,0,0,0,0
YLL064C,0,0,0,0
YLL065W,0,0,0,0
YLL066C,0,0,0,0
YLL066W-A,0,0,0,0
YLL066W-B,0,0,0,0
YLL067C,0,0,0,0
YLL067W-A,0,0,0,0
YLR001C,0,0,0,0
YLR002C,40,40,17,10
YLR003C,53,58,53,58
YLR004C,0,0,0,0
YLR005W,0,0,0,0
YLR006C,0,0,0,0
YLR007W,0,0,0,0
YLR008C,4,3,0,0
YLR009W,44,44,22,11
YLR010C,0,0,0,0
YLR011W,1,0,0,0
YLR012C,35,86,96,100
YLR013W,0,0,0,0
YLR014C,4,1,0,0
YLR015W,0,0,0,0
YLR016C,0,0,0,0
YLR017W,0,0,0,0
YLR018C,0,0,0,0
YLR019W,0,0,0,0
YLR020C,0,0,0,0
YLR021W,0,0,0,0
YLR022C,0,0,0,0
YLR023C,0,0,0,0
YLR024C,0,0,0,0
YLR025W,0,0,0,0
YLR026C,0,0,0,0
YLR027C,0,0,0,0
YLR028C,0,0,0,0
YLR029C,0,0,0,0
YLR030W,0,0,0,0
YLR031W,0,0,0,0
YLR032W,0,0,0,0
YLR033W,0,0,0,0
YLR034C,0,0,0,0
YLR035C,0,0,0,0
YLR035C-A,100,100,100,100
YLR036C,0,0,0,0
YLR037C,25,12,3,0
YLR038C,0,0,0,0
YLR039C,0,0,0,0
YLR040C,0,0,0,0
YLR041W,0,0,0,0
YLR042C,2,0,0,0
YLR043C,0,0,0,0
YLR044C,2,0,0,0
YLR045C,0,0,0,0
YLR046C,0,0,0,0
YLR047C,0,0,0,0
YLR048W,0,0,0,0
YLR049C,5,2,0,0
YLR050C,26,21,8,1
YLR051C,0,0,0,0
YLR052W,0,0,0,0
YLR053C,2,0,0,0
YLR054C,44,34,15,7
YLR055C,0,0,0,0
YLR056W,14,6,0,0
YLR057W,0,0,0,0
YLR058C,100,100,100,100
YLR059C,0,0,0,0
YLR060W,0,0,0,0
YLR061W,1,0,0,0
YLR062C,11,5,0,0
YLR063W,26,21,7,2
YLR064W,0,0,0,0
YLR065C,0,0,0,0
YLR066W,0,0,0,0
YLR067C,0,0,0,0
YLR068W,18,12,2,0
YLR069C,0,0,0,0
YLR070C,0,0,0,0
YLR071C,0,0,0,0
YLR072W,0,0,0,0
YLR073C,44,44,31,20
YLR074C,4,0,0,0
YLR075W,0,0,0,0
YLR076C,4,0,0,0
YLR077W,0,0,0,0
YLR078C,0,0,0,0
YLR079W,0,0,0,0
YLR080W,12,9,1,0
YLR081W,0,0,0,0
YLR082C,0,0,0,0
YLR083C,0,0,0,0
YLR084C,0,0,0,0
YLR085C,0,0,0,0
YLR086W,0,0,0,0
YLR087C,0,0,0,0
YLR088W,0,0,0,0
YLR089C,4,0,0,0
YLR090W,0,0,0,0
YLR091W,0,0,0,0
YLR092W,1,0,0,0
YLR093C,0,0,0,0
YLR094C,0,0,0,0
YLR095C,0,0,0,0
YLR096W,0,0,0,0
YLR097C,0,0,0,0
YLR098C,0,0,0,0
YLR099C,0,0,0,0
YLR099W-A,28,22,9,2
YLR100W,0,0,0,0
YLR101C,6,0,0,0
YLR102C,0,0,0,0
YLR103C,0,0,0,0
YLR104W,0,0,0,0
YLR105C,0,0,0,0
YLR106C,0,0,0,0
YLR107W,0,0,0,0
YLR108C,99,100,100,100
YLR109W,0,0,0,0
YLR110C,0,0,0,0
YLR111W,100,100,100,100
YLR112W,100,100,100,100
YLR113W,0,0,0,0
YLR114C,0,0,0,0
YLR115W,0,0,0,0
YLR116W,0,0,0,0
YLR117C,0,0,0,0
YLR118C,0,0,0,0
YLR119W,0,0,0,0
YLR120C,1,0,0,0
YLR120W-A,0,0,0,0
YLR121C,0,0,0,0
YLR122C,1,0,0,0
YLR123C,0,0,0,0
YLR124W,30,17,8,6
YLR125W,0,0,0,0
YLR126C,0,0,0,0
YLR127C,0,0,0,0
YLR128W,0,0,0,0
YLR129W,41,41,16,13
YLR130C,0,0,0,0
YLR131C,0,0,0,0
YLR132C,0,0,0,0
YLR133W,0,0,0,0
YLR134W,0,0,0,0
YLR135W,0,0,0,0
YLR136C,97,100,100,100
YLR137W,15,5,0,0
YLR138W,0,0,0,0
YLR139C,0,0,0,0
YLR140W,3,1,0,0
YLR141W,1,0,0,0
YLR142W,0,0,0,0
YLR143W,0,0,0,0
YLR144C,0,0,0,0
YLR145W,0,0,0,0
YLR146C,0,0,0,0
YLR146W-A,1,0,0,0
YLR147C,0,0,0,0
YLR148W,0,0,0,0
YLR149C,4,1,0,0
YLR149C-A,16,7,0,0
YLR150W,0,0,0,0
YLR151C,79,94,97,100
YLR152C,0,0,0,0
YLR153C,0,0,0,0
YLR154C,10,1,0,0
YLR154C-G,0,0,0,0
YLR154C-H,5,36,81,87
YLR154W-A,0,0,0,0
YLR154W-B,0,0,0,0
YLR154W-C,0,0,0,0
YLR154W-E,11,15,3,0
YLR154W-F,13,2,0,0
YLR155C,11,3,1,0
YLR156C-A,13,62,91,100
YLR156W,70,81,89,97
YLR157C,10,3,1,0
YLR157C-A,0,0,0,0
YLR157C-B,100,100,100,100
YLR157C-C,13,62,73,82
YLR157W-D,61,71,65,72
YLR157W-E,100,100,100,100
YLR158C,6,2,1,0
YLR159C-A,60,85,96,100
YLR159W,74,91,95,99
YLR160C,10,3,1,0
YLR161W,73,85,96,98
YLR162W,19,26,28,25
YLR162W-A,19,23,15,12
YLR163C,0,0,0,0
YLR163W-A,0,0,0,0
YLR164W,4,2,0,0
YLR165C,0,0,0,0
YLR166C,0,0,0,0
YLR167W,0,0,0,0
YLR168C,0,0,0,0
YLR169W,0,0,0,0
YLR170C,0,0,0,0
YLR171W,1,0,1,0
YLR172C,0,0,0,0
YLR173W,0,0,0,0
YLR174W,0,0,0,0
YLR175W,13,3,0,0
YLR176C,0,0,0,0
YLR177W,0,0,0,0
YLR178C,2,0,0,0
YLR179C,0,0,0,0
YLR180W,39,37,28,32
YLR181C,0,0,0,0
YLR182W,0,0,0,0
YLR183C,0,0,0,0
YLR184W,1,0,1,0
YLR185W,0,0,0,0
YLR186W,0,0,0,0
YLR187W,0,0,0,0
YLR188W,0,0,0,0
YLR189C,0,0,0,0
YLR190W,0,0,0,0
YLR191W,0,0,0,0
YLR192C,0,0,0,0
YLR193C,0,0,0,0
YLR194C,42,44,51,49
YLR195C,0,0,0,0
YLR196W,16,5,1,0
YLR197W,18,9,1,0
YLR198C,3,0,0,0
YLR199C,0,0,0,0
YLR200W,0,0,0,0
YLR201C,0,0,0,0
YLR202C,2,0,0,0
YLR203C,0,0,0,0
YLR204W,0,0,0,0
YLR205C,0,0,0,0
YLR206W,0,0,0,0
YLR207W,0,0,0,0
YLR208W,0,0,0,0
YLR209C,0,0,0,0
YLR210W,0,0,0,0
YLR211C,7,1,0,0
YLR212C,0,0,0,0
YLR213C,77,86,98,100
YLR214W,83,92,100,100
YLR215C,0,0,0,0
YLR216C,0,0,0,0
YLR217W,0,0,3,0
YLR218C,0,0,0,0
YLR219W,0,0,0,0
YLR220W,0,0,0,0
YLR221C,0,0,0,0
YLR222C,50,53,35,33
YLR222C-A,7,5,0,0
YLR223C,3,0,0,0
YLR224W,0,0,0,0
YLR225C,0,0,0,0
YLR226W,0,0,0,0
YLR227C,0,0,0,0
YLR227W-A,0,0,0,0
YLR227W-B,100,100,100,100
YLR228C,0,0,0,0
YLR229C,0,0,0,0
YLR230W,0,0,0,0
YLR231C,0,0,0,0
YLR232W,1,29,58,63
YLR233C,0,0,0,0
YLR234W,0,0,0,0
YLR235C,0,0,0,0
YLR236C,0,0,0,0
YLR237W,0,0,0,0
YLR238W,0,0,0,0
YLR239C,0,0,0,0
YLR240W,0,0,0,0
YLR241W,0,0,0,0
YLR242C,0,0,0,0
YLR243W,0,0,0,0
YLR244C,0,0,0,0
YLR245C,0,0,0,0
YLR246W,0,0,0,0
YLR247C,0,0,0,0
YLR248W,0,0,0,0
YLR249W,3,2,0,0
YLR250W,0,0,0,0
YLR251W,0,0,0,0
YLR252W,0,0,0,0
YLR253W,0,0,0,0
YLR254C,0,0,0,0
YLR255C,34,31,26,12
YLR256W,0,0,0,0
YLR256W-A,0,0,0,0
YLR257W,0,0,0,0
YLR258W,100,100,100,100
YLR259C,0,0,0,0
YLR260W,0,0,0,0
YLR261C,1,1,4,3
YLR262C,0,0,0,0
YLR262C-A,0,0,0,0
YLR263W,3,0,0,0
YLR264C-A,16,7,3,0
YLR264W,58,69,57,77
YLR265C,0,0,0,0
YLR266C,0,0,0,0
YLR267W,3,0,0,0
YLR268W,0,0,0,0
YLR269C,0,0,0,0
YLR270W,0,0,0,0
YLR271W,0,0,0,0
YLR272C,0,0,0,0
YLR273C,82,92,99,100
YLR274W,0,0,0,0
YLR275W,0,0,0,0
YLR276C,46,38,19,12
YLR277C,0,0,0,0
YLR278C,0,0,0,0
YLR279W,62,75,82,88
YLR280C,0,0,0,0
YLR281C,22,26,4,1
YLR282C,0,0,0,0
YLR283W,0,0,0,0
YLR284C,0,0,0,0
YLR285C-A,3,0,0,0
YLR285W,0,0,0,0
YLR286C,0,0,0,0
YLR286W-A,0,0,0,0
YLR287C,0,0,0,0
YLR287C-A,0,0,0,0
YLR288C,0,0,0,0
YLR289W,0,0,0,0
YLR290C,1,0,0,0
YLR291C,0,0,0,0
YLR292C,0,0,0,0
YLR293C,0,0,0,0
YLR294C,0,0,0,0
YLR295C,0,0,0,0
YLR296W,22,76,95,98
YLR297W,0,0,0,0
YLR298C,0,0,0,0
YLR299C-A,0,0,0,0
YLR299W,0,0,0,0
YLR300W,100,100,100,100
YLR301W,0,0,0,0
YLR302C,0,0,0,0
YLR303W,0,0,0,0
YLR304C,1,0,0,0
YLR305C,0,0,0,0
YLR306W,0,0,0,0
YLR307C-A,2,6,7,4
YLR307W,100,100,100,100
YLR308W,0,0,0,0
YLR309C,0,0,0,0
YLR310C,0,0,0,0
YLR311C,81,94,100,100
YLR312C,100,100,100,100
YLR312W-A,0,0,0,0
YLR313C,0,0,0,0
YLR314C,0,0,0,0
YLR315W,0,0,0,0
YLR316C,0,0,0,0
YLR317W,0,0,0,0
YLR318W,0,0,0,0
YLR319C,0,0,0,0
YLR320W,0,0,0,0
YLR321C,0,0,0,0
YLR322W,0,0,1,0
YLR323C,0,0,0,0
YLR324W,0,0,0,0
YLR325C,0,0,0,0
YLR326W,0,0,0,0
YLR327C,99,99,100,100
YLR328W,0,0,0,0
YLR329W,0,0,0,0
YLR330W,0,0,0,0
YLR331C,1,1,0,0
YLR332W,0,0,0,0
YLR333C,0,0,0,0
YLR334C,2,7,31,37
YLR335W,0,0,0,0
YLR336C,2,1,0,0
YLR337C,0,0,0,0
YLR338W,1,6,1,0
YLR339C,2,3,0,0
YLR340W,0,0,0,0
YLR341W,44,28,11,6
YLR342W,0,0,0,0
YLR342W-A,21,12,2,0
YLR343W,0,0,0,0
YLR344W,0,0,0,0
YLR345W,0,0,0,0
YLR346C,100,100,100,100
YLR347C,0,0,0,0
YLR347W-A,0,0,0,0
YLR348C,39,45,39,17
YLR349W,7,0,0,0
YLR350W,14,5,1,0
YLR351C,0,0,0,0
YLR352W,0,0,0,0
YLR353W,0,0,0,0
YLR354C,0,0,0,0
YLR355C,0,0,0,0
YLR356W,66,76,75,89
YLR357W,0,0,0,0
YLR358C,0,0,0,0
YLR359W,42,50,52,62
YLR360W,0,0,0,0
YLR361C,0,0,0,0
YLR361C-A,0,0,0,0
YLR362W,0,0,0,0
YLR363C,0,0,0,0
YLR363W-A,19,7,2,0
YLR364C-A,0,0,0,0
YLR364W,0,0,0,0
YLR365W,1,2,0,0
YLR366W,0,0,0,0
YLR367W,0,0,0,0
YLR368W,0,0,0,0
YLR369W,0,0,0,0
YLR370C,0,0,0,0
YLR371W,0,0,0,0
YLR372W,0,0,0,0
YLR373C,0,0,0,0
YLR374C,0,1,0,0
YLR375W,0,0,0,0
YLR376C,0,0,0,0
YLR377C,0,0,0,0
YLR378C,0,0,0,0
YLR379W,0,0,0,0
YLR380W,0,0,0,0
YLR381W,0,0,0,0
YLR382C,0,0,0,0
YLR383W,0,0,0,0
YLR384C,0,0,0,0
YLR385C,48,82,80,95
YLR386W,0,0,0,0
YLR387C,0,0,0,0
YLR388W,0,0,0,0
YLR389C,0,0,0,0
YLR390W,0,0,0,0
YLR390W-A,0,0,0,0
YLR392C,0,0,0,0
YLR393W,0,0,0,0
YLR394W,0,0,0,0
YLR395C,0,0,0,0
YLR396C,0,0,0,0
YLR397C,0,0,0,0
YLR398C,0,0,0,0
YLR399C,0,0,0,0
YLR399W-A,0,0,0,0
YLR400W,0,0,0,0
YLR401C,0,0,0,0
YLR402W,6,0,0,0
YLR403W,0,0,0,0
YLR404W,0,0,0,0
YLR405W,0,0,0,0
YLR406C,0,0,0,0
YLR406C-A,0,0,0,0
YLR407W,1,0,0,0
YLR408C,3,0,0,0
YLR409C,52,58,45,47
YLR410W,0,0,0,0
YLR410W-A,0,0,0,0
YLR410W-B,100,100,100,100
YLR411W,0,0,0,0
YLR412C-A,9,52,62,73
YLR412W,0,0,0,0
YLR413W,100,100,100,100
YLR414C,21,12,4,1
YLR415C,85,96,99,100
YLR416C,20,14,6,0
YLR417W,0,0,0,0
YLR418C,0,0,0,0
YLR419W,0,0,0,0
YLR420W,0,0,0,0
YLR421C,0,0,0,0
YLR422W,0,0,0,0
YLR423C,0,0,0,0
YLR424W,0,0,0,0
YLR425W,0,0,0,0
YLR426W,0,0,0,0
YLR427W,0,0,0,0
YLR428C,0,0,3,9
YLR429W,0,0,0,0
YLR430W,0,0,0,0
YLR431C,0,0,0,0
YLR432W,0,0,0,0
YLR433C,0,0,0,0
YLR434C,9,30,22,7
YLR435W,16,14,2,0
YLR436C,0,0,0,0
YLR437C,0,0,0,0
YLR437C-A,11,47,89,91
YLR438C-A,0,0,0,0
YLR438W,82,90,98,100
YLR439W,0,0,0,0
YLR440C,0,0,0,0
YLR441C,0,0,0,0
YLR442C,0,0,0,0
YLR443W,0,0,0,0
YLR444C,1,2,3,3
YLR445W,2,7,4,0
YLR446W,8,4,0,0
YLR447C,0,0,0,0
YLR448W,0,0,0,0
YLR449W,0,0,0,0
YLR450W,0,0,0,0
YLR451W,0,0,0,0
YLR452C,2,0,0,0
YLR453C,0,0,0,0
YLR454W,0,0,0,0
YLR455W,0,0,0,0
YLR456W,1,0,0,0
YLR457C,4,0,0,0
YLR458W,0,0,4,1
YLR459W,0,0,0,0
YLR460C,0,0,0,0
YLR461W,13,6,3,0
YLR462W,0,0,0,0
YLR463C,0,0,0,0
YLR464W,1,0,0,0
YLR465C,0,0,0,0
YLR466C-A,0,0,0,0
YLR466C-B,9,1,0,0
YLR466W,0,0,0,0
YLR467C-A,0,0,0,0
YLR467W,0,0,0,0
YML001W,0,0,0,0
YML002W,0,0,0,0
YML003W,18,13,3,0
YML004C,0,0,0,0
YML005W,0,0,0,0
YML006C,0,0,0,0
YML007C-A,49,64,71,76
YML007W,0,0,0,0
YML008C,0,0,0,0
YML009C,0,0,0,0
YML009C-A,14,2,0,0
YML009W-B,0,0,0,0
YML010W,0,0,0,0
YML011C,0,0,0,0
YML012C-A,0,1,0,0
YML012W,0,0,0,0
YML013W,0,0,0,0
YML014W,0,0,0,0
YML015C,0,0,0,0
YML016C,0,0,0,0
YML017W,0,0,0,0
YML018C,1,0,0,0
YML019W,0,0,0,0
YML020W,0,0,0,0
YML021C,0,0,0,0
YML022W,0,0,0,0
YML023C,0,0,0,0
YML024W,0,0,0,0
YML025C,0,0,0,0
YML026C,1,0,0,0
YML027W,2,0,0,0
YML028W,0,0,0,0
YML029W,0,0,0,0
YML030W,0,0,0,0
YML031C-A,0,10,24,57
YML031W,0,0,0,0
YML032C,0,0,0,0
YML034C-A,0,0,0,0
YML034W,0,0,0,0
YML035C,0,0,0,0
YML036W,0,0,0,0
YML037C,1,0,0,0
YML038C,0,0,0,0
YML039W,100,100,100,100
YML040W,0,0,0,0
YML041C,0,0,0,0
YML042W,1,0,0,0
YML043C,69,78,89,94
YML045W,100,100,100,100
YML045W-A,0,0,0,0
YML046W,0,0,0,0
YML047C,0,0,1,0
YML047W-A,3,4,2,1
YML048W,0,0,0,0
YML049C,0,0,0,0
YML050W,0,0,0,0
YML051W,0,0,0,0
YML052W,0,0,0,0
YML053C,0,0,0,0
YML054C,0,0,0,0
YML054C-A,8,4,0,0
YML055W,46,38,27,28
YML056C,3,0,0,0
YML057C-A,2,0,0,0
YML057W,0,0,0,0
YML058W,0,0,0,0
YML058W-A,6,0,0,0
YML059C,0,0,0,0
YML060W,0,0,0,0
YML061C,0,0,0,0
YML062C,0,0,0,0
YML063W,0,0,0,0
YML064C,0,0,0,0
YML065W,0,0,0,0
YML066C,0,0,0,0
YML067C,0,0,0,0
YML068W,0,0,0,0
YML069W,0,0,0,0
YML070W,0,0,0,0
YML071C,0,0,0,0
YML072C,0,0,0,0
YML073C,0,0,0,0
YML074C,0,0,0,0
YML075C,0,0,0,0
YML076C,0,0,0,0
YML077W,0,0,0,0
YML078W,0,0,0,0
YML079W,0,0,0,0
YML080W,2,0,0,0
YML081C-A,0,0,0,0
YML081W,0,0,0,0
YML082W,4,1,0,0
YML083C,1,0,0,0
YML084W,2,4,4,5
YML085C,0,0,0,0
YML086C,0,0,0,0
YML087C,0,0,0,0
YML088W,0,0,0,0
YML089C,8,24,58,66
YML090W,11,25,21,10
YML091C,0,0,0,0
YML092C,0,0,0,0
YML093W,47,45,27,18
YML094C-A,0,2,0,0
YML094W,0,0,0,0
YML095C,0,0,0,0
YML096W,0,0,0,0
YML097C,0,0,0,0
YML098W,0,0,0,0
YML099C,0,0,0,0
YML099W-A,10,1,0,0
YML100W,3,0,0,0
YML100W-A,1,0,0,0
YML101C,33,26,10,3
YML101C-A,0,0,0,0
YML102W,0,0,0,0
YML103C,0,0,0,0
YML104C,0,0,0,0
YML105C,0,0,0,0
YML106W,0,0,0,0
YML107C,0,0,0,0
YML108W,0,0,0,0
YML109W,0,0,0,0
YML110C,0,0,0,0
YML111W,0,0,0,0
YML112W,0,0,0,0
YML113W,0,0,0,0
YML114C,0,0,0,0
YML115C,0,0,0,0
YML116W,0,0,0,0
YML116W-A,0,0,0,0
YML117W,0,0,0,0
YML118W,0,0,0,0
YML119W,0,0,0,0
YML120C,0,0,0,0
YML121W,0,0,0,0
YML122C,100,100,100,100
YML123C,100,100,100,100
YML124C,0,0,0,0
YML125C,0,0,0,0
YML126C,0,0,0,0
YML127W,0,0,0,0
YML128C,0,0,0,0
YML129C,1,0,0,0
YML130C,0,0,0,0
YML131W,0,0,0,0
YML132W,0,0,0,0
YML133C,0,0,0,0
YML133W-A,0,0,0,0
YML133W-B,0,0,0,0
YMR001C,0,0,0,0
YMR001C-A,12,32,31,18
YMR002W,0,0,0,0
YMR003W,0,0,0,0
YMR004W,0,0,0,0
YMR005W,0,0,0,0
YMR006C,100,100,100,100
YMR007W,40,54,47,52
YMR008C,89,97,99,100
YMR009W,0,0,0,0
YMR010W,0,0,0,0
YMR011W,62,45,66,70
YMR012W,0,0,0,0
YMR013C,0,0,0,0
YMR013C-A,0,0,0,0
YMR013W-A,0,0,0,0
YMR014W,52,54,38,32
YMR015C,97,100,100,100
YMR016C,0,0,0,0
YMR017W,100,100,100,100
YMR018W,79,82,91,96
YMR019W,0,0,0,0
YMR020W,0,0,0,0
YMR021C,0,0,0,0
YMR022W,0,0,0,0
YMR023C,0,0,0,0
YMR024W,0,0,0,0
YMR025W,0,0,0,0
YMR026C,0,0,0,0
YMR027W,0,0,0,0
YMR028W,0,0,0,0
YMR029C,0,0,0,0
YMR030W,0,0,0,0
YMR030W-A,4,3,1,0
YMR031C,0,0,0,0
YMR031W-A,3,2,0,0
YMR032W,0,0,0,0
YMR033W,0,0,0,0
YMR034C,14,1,0,0
YMR035W,0,0,0,0
YMR036C,0,0,0,0
YMR037C,0,0,0,0
YMR038C,0,0,0,0
YMR039C,0,0,0,0
YMR040W,1,0,0,0
YMR041C,0,0,0,0
YMR042W,54,65,71,74
YMR043W,3,0,0,0
YMR044W,0,0,0,0
YMR045C,100,100,100,100
YMR046C,0,0,0,0
YMR046W-A,34,26,17,8
YMR047C,0,0,0,0
YMR048W,0,0,0,0
YMR049C,47,49,28,19
YMR050C,100,100,100,100
YMR051C,0,0,0,0
YMR052C-A,11,5,1,0
YMR052W,0,0,0,0
YMR053C,0,0,0,0
YMR054W,0,0,0,0
YMR055C,0,0,0,0
YMR056C,100,100,100,100
YMR057C,8,2,1,0
YMR058W,0,0,0,0
YMR059W,0,0,0,0
YMR060C,0,0,0,0
YMR061W,0,0,0,0
YMR062C,0,0,0,0
YMR063W,0,0,0,0
YMR064W,0,0,0,0
YMR065W,0,0,0,0
YMR066W,0,0,0,0
YMR067C,0,0,0,0
YMR068W,2,0,0,0
YMR069W,17,8,0,0
YMR070W,0,0,0,0
YMR071C,0,0,0,0
YMR072W,0,0,0,0
YMR073C,0,0,0,0
YMR074C,0,0,0,0
YMR075C-A,3,13,3,0
YMR075W,0,0,0,0
YMR076C,0,0,0,0
YMR077C,0,0,0,0
YMR078C,0,0,0,0
YMR079W,0,0,0,0
YMR080C,0,0,0,0
YMR081C,96,98,100,100
YMR082C,27,77,94,100
YMR083W,0,0,0,0
YMR084W,4,0,0,0
YMR085W,2,1,0,0
YMR086C-A,4,0,0,0
YMR086W,0,0,0,0
YMR087W,0,0,0,0
YMR088C,0,0,0,0
YMR089C,0,0,0,0
YMR090W,0,0,0,0
YMR091C,0,0,0,0
YMR092C,0,0,0,0
YMR093W,71,88,96,99
YMR094W,0,0,0,0
YMR095C,0,0,0,0
YMR096W,0,0,0,0
YMR097C,0,0,0,0
YMR098C,0,0,0,0
YMR099C,0,0,0,0
YMR100W,0,0,0,0
YMR101C,0,1,0,0
YMR102C,26,27,3,0
YMR103C,0,0,0,0
YMR104C,0,0,0,0
YMR105C,98,99,100,100
YMR105W-A,0,0,0,0
YMR106C,0,0,0,0
YMR107W,67,75,76,91
YMR108W,0,0,0,0
YMR109W,0,0,0,0
YMR110C,0,0,0,0
YMR111C,0,0,0,0
YMR112C,0,0,0,0
YMR113W,0,0,0,0
YMR114C,0,0,0,0
YMR115W,0,0,0,0
YMR116C,0,0,0,0
YMR117C,0,0,0,0
YMR118C,0,0,0,0
YMR119W,0,0,0,0
