genes,#R3,#R6,#R12,#R20
YHR132W-A,0,2,0,0
YHR133C,0,2,2,0
YHR134W,0,0,0,0
YHR135C,0,0,0,0
YHR136C,100,100,100,100
YHR137C-A,0,0,0,0
YHR137W,3,1,0,6
YHR138C,0,0,0,0
YHR139C,0,0,0,0
YHR139C-A,4,0,6,4
YHR140W,3,1,1,12
YHR141C,33,5,0,1
YHR142W,21,39,39,52
YHR143W,100,58,62,60
YHR143W-A,0,0,0,0
YHR144C,21,9,8,2
YHR145C,0,0,0,0
YHR146W,5,17,6,15
YHR147C,3,0,1,8
YHR148W,9,17,17,4
YHR149C,0,1,0,0
YHR150W,10,0,2,2
YHR151C,4,0,1,0
YHR152W,0,1,0,1
YHR153C,0,0,0,0
YHR154W,0,0,0,0
YHR155W,0,2,1,1
YHR156C,1,2,0,0
YHR157W,2,0,0,0
YHR158C,2,0,0,0
YHR159W,0,0,0,0
YHR160C,3,0,0,0
YHR161C,0,4,0,0
YHR162W,20,9,11,17
YHR163W,20,21,14,31
YHR164C,0,0,1,3
YHR165C,0,1,2,0
YHR165W-A,0,0,0,0
YHR166C,0,0,0,0
YHR167W,0,0,0,0
YHR168W,0,0,0,0
YHR169W,26,20,21,12
YHR170W,2,9,4,2
YHR171W,1,2,1,1
YHR172W,2,0,0,0
YHR173C,0,0,0,0
YHR174W,100,26,33,25
YHR175W,1,4,4,2
YHR175W-A,16,0,1,2
YHR176W,60,32,40,45
YHR177W,0,0,0,0
YHR178W,19,3,2,10
YHR179W,14,5,0,6
YHR180C-B,0,0,0,0
YHR180W,3,13,17,15
YHR180W-A,0,0,0,0
YHR181W,0,0,0,0
YHR182C-A,4,0,2,0
YHR182W,0,0,0,0
YHR183W,4,0,0,1
YHR184W,9,0,0,0
YHR185C,0,0,0,0
YHR186C,0,0,0,0
YHR187W,2,2,1,0
YHR188C,0,0,0,0
YHR189W,3,0,0,0
YHR190W,0,0,0,0
YHR191C,0,0,0,0
YHR192W,0,1,4,0
YHR193C,11,1,1,2
YHR193C-A,0,0,0,0
YHR194W,1,1,0,0
YHR195W,0,0,0,0
YHR196W,18,14,13,7
YHR197W,5,23,22,13
YHR198C,0,0,0,0
YHR199C,0,26,13,3
YHR199C-A,0,0,0,0
YHR200W,0,0,0,0
YHR201C,6,0,8,0
YHR202W,0,0,1,0
YHR203C,37,6,0,0
YHR204W,0,0,0,0
YHR205W,6,0,0,1
YHR206W,0,3,2,2
YHR207C,4,2,0,0
YHR208W,36,17,20,26
YHR209W,2,0,0,8
YHR210C,0,0,0,0
YHR211W,1,0,0,0
YHR212C,0,0,0,0
YHR212W-A,0,0,0,0
YHR213W,0,0,0,0
YHR213W-A,0,0,0,0
YHR213W-B,0,0,0,2
YHR214C-B,100,100,100,100
YHR214C-C,0,0,0,0
YHR214C-D,0,0,0,0
YHR214C-E,0,0,0,0
YHR214W,0,0,0,0
YHR214W-A,9,2,8,4
YHR215W,100,100,100,100
YHR216W,96,96,100,89
YHR217C,0,0,0,0
YHR218W,0,0,0,0
YHR218W-A,0,0,0,0
YHR219C-A,0,0,0,0
YHR219W,10,22,9,16
YIL001W,0,0,0,0
YIL002C,0,0,0,0
YIL002W-A,1,0,1,1
YIL003W,1,0,0,0
YIL004C,0,0,0,0
YIL005W,21,7,2,5
YIL006W,19,15,24,14
YIL007C,0,1,0,0
YIL008W,0,0,0,0
YIL009C-A,0,0,0,0
YIL009W,3,10,19,11
YIL010W,1,0,0,0
YIL011W,100,100,100,100
YIL012W,1,6,20,25
YIL013C,11,25,35,23
YIL014C-A,12,36,43,32
YIL014W,0,9,3,20
YIL015W,52,65,42,60
YIL016W,11,26,55,18
YIL017C,1,0,2,0
YIL018W,30,4,1,4
YIL019W,3,6,6,6
YIL020C,4,13,14,17
YIL020C-A,0,0,0,0
YIL021C-A,0,0,0,0
YIL021W,13,9,6,7
YIL022W,0,0,0,1
YIL023C,1,0,0,0
YIL024C,52,45,37,29
YIL025C,0,0,0,0
YIL026C,12,5,13,18
YIL027C,0,0,0,0
YIL028W,0,0,0,0
YIL029C,0,3,1,0
YIL029W-A,0,0,0,0
YIL030C,0,0,1,0
YIL030W-A,0,2,0,0
YIL031W,0,0,0,0
YIL032C,0,0,0,0
YIL033C,0,0,0,0
YIL034C,0,0,0,0
YIL035C,0,0,0,0
YIL036W,0,0,0,0
YIL037C,0,0,0,0
YIL038C,0,3,2,0
YIL039W,0,0,0,0
YIL040W,0,0,0,0
YIL041W,11,2,0,1
YIL042C,8,30,9,4
YIL043C,0,0,0,0
YIL044C,2,2,1,4
YIL045W,0,0,0,0
YIL046W,56,34,27,25
YIL046W-A,5,17,16,27
YIL047C,19,94,84,41
YIL047C-A,0,1,0,0
YIL048W,0,0,0,0
YIL049W,20,0,0,0
YIL050W,0,0,2,0
YIL051C,11,15,23,32
YIL052C,11,4,2,0
YIL053W,7,5,3,7
YIL054W,0,0,0,0
YIL055C,81,52,33,28
YIL056W,98,91,85,94
YIL057C,0,0,0,0
YIL058W,1,0,0,0
YIL059C,0,0,0,0
YIL060W,0,0,0,0
YIL061C,0,0,0,0
YIL062C,0,0,0,0
YIL063C,0,0,0,0
YIL064W,2,0,1,0
YIL065C,0,0,0,0
YIL066C,0,0,0,0
YIL066W-A,0,0,0,0
YIL067C,0,0,0,0
YIL068C,0,0,0,0
YIL068W-A,0,0,0,0
YIL069C,19,7,1,2
YIL070C,11,34,30,32
YIL071C,0,0,0,0
YIL071W-A,0,1,0,0
YIL072W,0,0,0,0
YIL073C,0,0,0,0
YIL074C,0,3,1,1
YIL075C,0,0,0,0
YIL076W,0,0,0,0
YIL077C,9,44,44,31
YIL078W,1,4,19,1
YIL079C,14,27,16,24
YIL080W,6,3,5,16
YIL082W,0,0,0,0
YIL082W-A,0,0,0,0
YIL083C,0,0,0,0
YIL084C,4,1,8,3
YIL085C,0,0,0,0
YIL086C,0,0,0,0
YIL087C,0,1,1,0
YIL088C,0,0,0,0
YIL089W,0,0,0,0
YIL090W,0,0,0,0
YIL091C,31,45,33,24
YIL092W,0,0,0,0
YIL093C,12,4,3,4
YIL094C,99,100,92,95
YIL095W,0,0,0,0
YIL096C,0,5,2,0
YIL097W,0,0,0,0
YIL098C,0,0,0,0
YIL099W,2,0,0,2
YIL100C-A,0,0,0,0
YIL100W,0,0,0,0
YIL101C,54,32,12,49
YIL102C,0,0,0,0
YIL102C-A,0,0,0,0
YIL103W,0,6,1,0
YIL104C,5,4,14,0
YIL105C,0,0,0,0
YIL105W-A,0,0,0,0
YIL106W,0,2,14,4
YIL107C,0,0,1,0
YIL108W,0,0,0,0
YIL109C,0,1,1,1
YIL110W,9,4,10,5
YIL111W,0,0,0,0
YIL112W,0,1,0,0
YIL113W,47,33,7,17
YIL114C,0,0,0,0
YIL115C,0,0,0,0
YIL115W-A,0,0,0,0
YIL116W,0,1,0,0
YIL117C,48,49,40,20
YIL118W,0,0,0,0
YIL119C,100,75,70,85
YIL120W,0,0,0,1
YIL121W,100,100,100,100
YIL122W,11,0,7,10
YIL123W,80,59,10,23
YIL124W,0,0,0,0
YIL125W,0,0,0,0
YIL126W,11,0,0,1
YIL127C,11,49,31,13
YIL128W,0,2,1,0
YIL129C,0,0,0,0
YIL130W,9,0,0,1
YIL131C,9,1,5,1
YIL132C,0,0,0,0
YIL133C,3,1,14,2
YIL134C-A,0,0,0,0
YIL134W,2,0,9,23
YIL135C,0,0,0,0
YIL136W,0,1,1,0
YIL137C,0,0,0,0
YIL138C,0,0,0,0
YIL139C,7,0,0,1
YIL140W,11,11,34,13
YIL141W,0,0,0,0
YIL142C-A,0,0,0,0
YIL142W,0,0,0,0
YIL143C,0,0,0,0
YIL144W,0,4,0,0
YIL145C,0,0,0,2
YIL146C,25,2,3,14
YIL147C,2,0,0,0
YIL148W,14,2,1,1
YIL149C,0,0,0,0
YIL150C,2,2,2,9
YIL151C,0,1,1,0
YIL152W,0,0,0,0
YIL153W,0,2,0,0
YIL154C,0,0,0,0
YIL155C,0,0,0,0
YIL156W,0,0,0,1
YIL156W-A,0,0,0,0
YIL156W-B,4,20,5,16
YIL157C,0,0,0,0
YIL158W,41,34,14,9
YIL159W,9,7,3,10
YIL160C,0,2,2,0
YIL161W,2,0,0,0
YIL162W,0,0,0,4
YIL163C,10,4,0,0
YIL164C,0,0,0,0
YIL165C,0,2,0,0
YIL166C,0,0,0,0
YIL167W,0,5,6,0
YIL168W,0,0,1,0
YIL169C,100,100,100,99
YIL170W,0,2,17,5
YIL171W,1,1,10,9
YIL171W-A,0,0,0,0
YIL172C,0,4,0,0
YIL173W,0,0,0,0
YIL174W,0,0,0,0
YIL175W,0,0,0,0
YIL176C,0,0,0,0
YIL177C,4,4,5,2
YIL177W-A,0,0,0,0
YIR001C,0,0,0,0
YIR002C,7,0,0,0
YIR003W,0,0,0,1
YIR004W,0,0,0,0
YIR005W,14,1,0,0
YIR006C,0,0,0,0
YIR007W,8,1,20,2
YIR008C,0,0,0,0
YIR009W,0,0,0,0
YIR010W,0,0,0,0
YIR011C,0,0,0,0
YIR012W,31,17,9,5
YIR013C,0,0,0,0
YIR014W,0,0,0,0
YIR015W,2,0,0,7
YIR016W,0,0,0,0
YIR017C,0,0,0,0
YIR017W-A,0,0,0,0
YIR018C-A,10,6,8,14
YIR018W,20,1,13,8
YIR019C,3,3,2,7
YIR020C,0,0,0,0
YIR020C-B,0,0,0,0
YIR020W-A,0,0,0,0
YIR021W,0,0,0,0
YIR021W-A,0,0,0,0
YIR022W,0,3,1,0
YIR023C-A,0,0,0,0
YIR023W,0,4,0,0
YIR024C,0,1,0,0
YIR025W,3,12,5,12
YIR026C,0,4,3,0
YIR027C,65,66,72,66
YIR028W,43,67,82,83
YIR029W,3,25,19,11
YIR030C,3,0,0,0
YIR030W-A,0,0,0,0
YIR031C,0,0,0,0
YIR032C,5,22,37,11
YIR033W,0,0,0,0
YIR034C,18,7,3,19
YIR035C,68,8,18,21
YIR036C,0,34,2,1
YIR036W-A,0,0,0,0
YIR037W,0,1,2,0
YIR038C,0,2,0,0
YIR039C,17,26,19,9
YIR040C,1,1,17,10
YIR041W,0,9,4,9
YIR042C,48,73,79,65
YIR043C,40,16,12,10
YIR044C,5,0,1,0
YJL001W,0,0,0,0
YJL002C,0,0,0,0
YJL003W,8,10,15,3
YJL004C,0,4,1,3
YJL005W,0,0,0,0
YJL006C,4,0,0,2
YJL007C,0,0,0,0
YJL008C,0,0,0,0
YJL009W,0,0,0,0
YJL010C,3,22,13,1
YJL011C,7,5,2,3
YJL012C,100,100,100,100
YJL013C,8,4,1,1
YJL014W,2,0,1,0
YJL015C,0,0,0,0
YJL016W,100,77,41,77
YJL019W,0,0,0,0
YJL020C,5,0,0,0
YJL020W-A,0,0,0,0
YJL022W,0,0,0,0
YJL023C,9,0,0,0
YJL024C,0,0,0,0
YJL025W,0,0,0,0
YJL026C-A,0,0,0,0
YJL026W,15,5,37,15
YJL027C,0,2,0,0
YJL028W,0,0,0,0
YJL029C,0,0,0,0
YJL030W,0,0,1,0
YJL031C,0,2,0,0
YJL032W,0,0,0,0
YJL033W,0,11,9,3
YJL034W,0,0,0,0
YJL035C,0,0,0,0
YJL036W,3,13,1,0
YJL037W,19,22,60,23
YJL038C,0,0,0,0
YJL039C,0,22,10,6
YJL041W,0,0,0,0
YJL042W,0,0,0,0
YJL043W,0,0,0,0
YJL044C,0,0,0,1
YJL045W,7,4,7,10
YJL046W,0,0,0,0
YJL047C,8,0,2,10
YJL047C-A,4,0,0,0
YJL048C,0,5,7,0
YJL049W,0,0,0,0
YJL050W,6,31,12,3
YJL051W,0,0,0,0
YJL052C-A,3,10,0,11
YJL052W,12,0,0,0
YJL053W,0,0,0,0
YJL054W,0,0,0,0
YJL055W,8,16,14,22
YJL056C,0,0,1,2
YJL057C,0,0,0,0
YJL058C,0,0,1,0
YJL059W,2,0,2,0
YJL060W,0,1,0,0
YJL061W,0,11,5,16
YJL062W,3,0,0,0
YJL062W-A,1,0,0,0
YJL063C,26,4,0,2
YJL064W,0,0,0,0
YJL065C,0,0,0,0
YJL066C,0,0,0,0
YJL067W,0,0,0,0
YJL068C,0,2,0,0
YJL069C,34,32,29,18
YJL070C,0,0,0,0
YJL071W,0,0,0,0
YJL072C,0,0,0,0
YJL073W,8,0,1,6
YJL074C,7,4,0,1
YJL075C,0,0,0,0
YJL076W,0,9,8,0
YJL077C,100,94,97,96
YJL077W-A,0,0,0,0
YJL077W-B,6,20,18,14
YJL078C,68,44,5,4
YJL079C,1,0,0,0
YJL080C,0,0,0,0
YJL081C,0,0,0,0
YJL082W,70,79,83,84
YJL083W,1,0,0,0
YJL084C,6,8,3,11
YJL085W,0,0,0,0
YJL086C,0,0,0,0
YJL087C,0,0,1,0
YJL088W,0,0,0,0
YJL089W,0,0,0,0
YJL090C,0,0,0,0
YJL091C,0,0,0,0
YJL092W,0,0,0,0
YJL093C,0,0,0,0
YJL094C,0,0,0,0
YJL095W,1,0,0,0
YJL096W,2,0,0,0
YJL097W,0,0,0,0
YJL098W,0,3,2,1
YJL099W,0,0,0,0
YJL100W,3,1,2,8
YJL101C,72,78,87,86
YJL102W,0,0,0,0
YJL103C,9,15,19,4
YJL104W,26,17,15,19
YJL105W,0,0,0,0
YJL106W,2,3,5,7
YJL107C,6,14,10,18
YJL108C,2,1,1,0
YJL109C,3,16,9,2
YJL110C,2,0,0,2
YJL111W,0,0,0,0
YJL112W,0,0,0,0
YJL113W,0,4,11,5
YJL114W,0,0,0,0
YJL115W,38,25,12,50
YJL116C,0,0,0,0
YJL117W,46,62,82,82
YJL118W,0,0,0,0
YJL119C,0,0,0,0
YJL120W,0,0,0,0
YJL121C,0,0,0,0
YJL122W,4,17,12,13
YJL123C,0,1,0,10
YJL124C,0,0,0,0
YJL125C,4,8,11,7
YJL126W,0,0,0,0
YJL127C,0,1,3,0
YJL127C-B,4,2,2,1
YJL127W-A,6,0,5,0
YJL128C,0,0,0,0
YJL129C,0,0,0,0
YJL130C,2,0,0,1
YJL131C,0,0,0,0
YJL132W,3,1,1,0
YJL133C-A,3,5,19,4
YJL133W,0,0,0,0
YJL134W,0,0,0,0
YJL135W,0,0,0,0
YJL136C,31,4,0,0
YJL136W-A,0,0,0,0
YJL137C,0,0,0,0
YJL138C,21,31,15,11
YJL139C,0,0,0,0
YJL140W,0,0,0,0
YJL141C,0,2,1,5
YJL142C,9,0,0,0
YJL143W,2,0,0,0
YJL144W,0,0,0,0
YJL145W,10,4,0,14
YJL146W,4,5,6,9
YJL147C,4,4,8,17
YJL148W,4,35,20,11
YJL149W,0,0,0,0
YJL150W,0,0,0,0
YJL151C,0,0,0,0
YJL152W,0,0,0,0
YJL153C,14,38,26,24
YJL154C,0,2,1,15
YJL155C,9,16,8,3
YJL156C,1,0,0,0
YJL156W-A,5,0,0,6
YJL157C,2,14,14,7
YJL158C,31,9,1,4
YJL159W,12,0,0,1
YJL160C,0,2,1,0
YJL161W,0,0,0,0
YJL162C,0,0,0,0
YJL163C,0,0,0,0
YJL164C,0,0,0,0
YJL165C,6,9,2,15
YJL166W,0,1,0,0
YJL167W,8,0,0,0
YJL168C,0,0,0,1
YJL169W,0,0,0,0
YJL170C,76,72,37,74
YJL171C,0,0,0,0
YJL172W,9,0,0,0
YJL173C,2,29,18,12
YJL174W,0,0,0,0
YJL175W,0,0,0,0
YJL176C,2,0,1,12
YJL177W,26,4,17,15
YJL178C,0,0,1,9
YJL179W,0,0,0,2
YJL180C,0,0,0,0
YJL181W,11,6,13,15
YJL182C,0,0,0,0
YJL183W,0,0,0,0
YJL184W,0,0,0,0
YJL185C,3,3,7,0
YJL186W,0,0,0,0
YJL187C,0,0,0,0
YJL188C,3,0,0,0
YJL189W,0,0,0,0
YJL190C,54,25,2,6
YJL191W,0,2,0,0
YJL192C,4,0,1,1
YJL193W,0,0,0,0
YJL194W,72,23,17,41
YJL195C,0,0,0,0
YJL196C,0,0,0,0
YJL197C-A,0,0,0,0
YJL197W,0,0,0,0
YJL198W,0,0,0,0
YJL199C,3,18,11,4
YJL200C,74,84,89,67
YJL201W,0,0,0,0
YJL202C,0,0,0,0
YJL203W,0,0,0,0
YJL204C,1,0,0,0
YJL205C,3,0,0,0
YJL206C,1,0,0,0
YJL207C,0,1,0,0
YJL208C,0,8,3,6
YJL209W,0,0,0,0
YJL210W,32,77,50,45
YJL211C,7,23,4,9
YJL212C,45,27,28,20
YJL213W,63,59,24,72
YJL214W,4,2,1,2
YJL215C,0,0,0,0
YJL216C,0,0,0,0
YJL217W,1,0,0,1
YJL218W,10,34,15,14
YJL219W,36,22,29,52
YJL220W,0,0,0,0
YJL221C,1,1,0,0
YJL222W,0,0,0,0
YJL222W-A,0,0,0,0
YJL222W-B,0,1,0,0
YJL223C,1,0,0,0
YJL225C,0,2,0,0
YJL225W-A,0,0,0,0
YJR001W,0,0,1,2
YJR002W,0,10,10,0
YJR003C,0,19,3,2
YJR004C,0,0,0,0
YJR005C-A,0,2,1,7
YJR005W,2,2,1,9
YJR006W,0,0,8,0
YJR007W,0,6,2,0
YJR008W,11,1,0,17
YJR009C,10,0,0,0
YJR010C-A,0,0,0,0
YJR010W,98,99,73,85
YJR011C,1,12,0,2
YJR012C,2,0,0,0
YJR013W,0,0,0,0
YJR014W,0,0,0,0
YJR015W,11,11,0,1
YJR016C,45,8,14,10
YJR017C,0,12,0,0
YJR018W,0,0,0,0
YJR019C,0,0,0,0
YJR020W,0,0,0,0
YJR021C,0,0,0,0
YJR022W,0,0,0,0
YJR023C,0,0,0,0
YJR024C,0,0,0,0
YJR025C,11,74,29,12
YJR026W,0,0,0,0
YJR027W,100,100,100,100
YJR028W,0,0,0,0
YJR029W,100,100,100,100
YJR030C,0,0,0,0
YJR031C,0,0,0,0
YJR032W,0,0,0,0
YJR033C,0,0,0,0
YJR034W,0,0,0,0
YJR035W,18,0,0,1
YJR036C,0,3,0,0
YJR037W,0,0,0,0
YJR038C,0,0,0,0
YJR039W,2,3,5,0
YJR040W,1,0,0,0
YJR041C,0,19,10,5
YJR042W,0,13,15,3
YJR043C,2,0,0,0
YJR044C,0,0,0,0
YJR045C,67,17,45,42
YJR046W,0,2,0,0
YJR047C,74,34,8,15
YJR048W,32,40,37,27
YJR049C,3,0,0,1
YJR050W,2,3,4,12
YJR051W,1,11,14,7
YJR052W,23,62,66,77
YJR053W,0,0,4,0
YJR054W,37,10,4,21
YJR055W,0,0,0,0
YJR056C,0,0,0,0
YJR057W,2,0,1,2
YJR058C,0,3,8,8
YJR059W,19,5,5,23
YJR060W,2,0,0,0
YJR061W,2,0,0,0
YJR062C,0,1,0,1
YJR063W,7,13,10,4
YJR064W,11,5,3,0
YJR065C,0,0,0,0
YJR066W,0,0,0,1
YJR067C,0,0,0,0
YJR068W,0,0,1,3
YJR069C,4,9,11,1
YJR070C,64,59,41,32
YJR071W,4,3,0,1
YJR072C,3,0,0,0
YJR073C,1,0,0,0
YJR074W,0,5,0,0
YJR075W,0,0,1,0
YJR076C,0,0,0,0
YJR077C,1,5,2,1
YJR078W,90,99,65,58
YJR079W,0,0,0,0
YJR080C,0,0,0,0
YJR082C,4,0,0,0
YJR083C,0,0,0,0
YJR084W,0,0,0,0
YJR085C,0,1,0,0
YJR086W,0,0,0,0
YJR087W,2,0,0,0
YJR088C,0,0,0,0
YJR089W,8,0,0,0
YJR090C,0,1,0,0
YJR091C,5,0,0,0
YJR092W,0,0,0,0
YJR093C,2,0,7,1
YJR094C,19,3,6,3
YJR094W-A,2,1,0,0
YJR095W,60,32,75,59
YJR096W,0,3,0,0
YJR097W,2,4,3,0
YJR098C,0,0,0,0
YJR099W,0,2,0,0
YJR100C,0,0,0,0
YJR101W,22,13,26,28
YJR102C,0,0,0,0
YJR103W,0,0,0,0
YJR104C,58,18,0,11
YJR105W,0,0,0,0
YJR106W,0,0,0,0
YJR107W,3,0,0,0
YJR108W,0,0,0,0
YJR109C,0,0,0,0
YJR110W,14,2,0,12
YJR111C,0,0,0,0
YJR112W,0,0,0,0
YJR112W-A,0,0,1,0
YJR113C,0,1,0,1
YJR114W,0,0,0,0
YJR115W,17,26,0,5
YJR116W,0,6,1,0
YJR117W,4,0,2,1
YJR118C,1,0,0,0
YJR119C,1,0,0,0
YJR120W,11,0,1,0
YJR121W,0,1,0,0
YJR122W,0,0,0,0
YJR123W,37,3,4,0
YJR124C,0,4,4,2
YJR125C,0,0,0,0
YJR126C,0,0,0,0
YJR127C,0,0,0,0
YJR128W,0,0,0,0
YJR129C,23,23,13,16
YJR130C,0,0,0,0
YJR131W,0,0,0,0
YJR132W,1,8,5,0
YJR133W,2,0,0,0
YJR134C,3,2,1,18
YJR135C,0,0,0,0
YJR135W-A,0,0,0,0
YJR136C,0,0,0,0
YJR137C,42,45,12,50
YJR138W,1,0,0,0
YJR139C,0,0,0,0
YJR140C,0,0,0,0
YJR140W-A,0,0,0,0
YJR141W,1,9,4,5
YJR142W,0,0,0,0
YJR143C,0,3,4,0
YJR144W,7,5,1,6
YJR145C,33,7,2,1
YJR146W,0,0,0,0
YJR147W,100,100,77,88
YJR148W,87,65,73,92
YJR149W,1,5,1,0
YJR150C,100,84,98,85
YJR151C,0,0,0,0
YJR151W-A,0,0,0,0
YJR152W,0,2,0,0
YJR153W,11,4,3,17
YJR154W,0,0,0,0
YJR155W,0,6,0,0
YJR156C,80,38,32,35
YJR157W,0,0,0,0
YJR158W,0,0,0,0
YJR159W,3,0,0,0
YJR160C,0,0,0,0
YJR161C,0,0,0,0
YJR162C,0,0,0,0
YKL001C,8,7,1,6
YKL002W,0,3,4,3
YKL003C,0,0,0,0
YKL004W,0,1,1,0
YKL005C,0,0,0,0
YKL006C-A,1,0,0,0
YKL006W,20,1,0,1
YKL007W,0,0,0,0
YKL008C,7,5,5,4
YKL009W,20,41,16,10
YKL010C,0,0,0,0
YKL011C,0,0,0,0
YKL012W,6,0,0,0
YKL013C,0,0,0,0
YKL014C,0,11,2,0
YKL015W,3,0,1,0
YKL016C,0,0,0,0
YKL017C,13,0,6,4
YKL018C-A,0,2,2,4
YKL018W,0,0,0,1
YKL019W,1,0,0,0
YKL020C,0,0,0,0
YKL021C,1,4,8,0
YKL022C,0,0,0,0
YKL023C-A,43,7,3,3
YKL023W,49,50,13,26
YKL024C,0,0,0,0
YKL025C,0,0,0,0
YKL026C,0,0,0,0
YKL027W,4,3,4,0
YKL028W,0,0,0,1
YKL029C,18,14,11,18
YKL030W,0,0,0,0
YKL031W,0,0,0,0
YKL032C,0,0,0,0
YKL033W,0,1,0,1
YKL033W-A,6,8,17,14
YKL034W,0,9,6,0
YKL035W,1,0,0,7
YKL036C,2,0,2,1
YKL037W,99,98,80,80
YKL038W,0,1,0,0
YKL039W,0,0,0,0
YKL040C,0,0,1,0
YKL041W,0,1,1,6
YKL042W,1,0,1,2
YKL043W,98,74,40,36
YKL044W,9,8,5,14
YKL045W,96,62,86,84
YKL046C,3,3,0,0
YKL047W,0,2,0,0
YKL048C,0,0,0,1
YKL049C,0,0,0,0
YKL050C,0,0,0,0
YKL051W,100,100,85,90
YKL052C,0,0,0,0
YKL053C-A,0,0,0,0
YKL053W,0,0,0,0
YKL054C,81,41,18,19
YKL055C,0,0,1,2
YKL056C,100,29,7,6
YKL057C,0,0,0,0
YKL058W,0,0,0,0
YKL059C,0,1,0,0
YKL060C,24,0,0,1
YKL061W,2,9,0,4
YKL062W,100,99,100,100
YKL063C,6,1,0,0
YKL064W,0,0,0,0
YKL065C,3,13,0,0
YKL065W-A,5,0,0,0
YKL066W,8,12,0,0
YKL067W,1,3,4,5
YKL068W,0,0,1,0
YKL068W-A,0,0,0,0
YKL069W,0,4,1,0
YKL070W,0,0,0,0
YKL071W,0,1,1,0
YKL072W,0,0,0,0
YKL073W,0,0,0,0
YKL074C,0,0,0,1
YKL075C,0,0,0,0
YKL076C,2,0,0,0
YKL077W,0,0,0,0
YKL078W,12,22,10,12
YKL079W,0,0,0,0
YKL080W,0,0,0,0
YKL081W,31,6,16,14
YKL082C,0,2,1,0
YKL083W,0,0,0,0
YKL084W,0,2,3,1
YKL085W,0,0,0,0
YKL086W,0,6,2,0
YKL087C,0,0,0,3
YKL088W,0,0,0,0
YKL089W,0,7,2,0
YKL090W,0,0,0,0
YKL091C,0,0,0,0
YKL092C,6,0,0,0
YKL093W,0,0,0,0
YKL094W,0,0,0,0
YKL095W,0,0,0,0
YKL096C-B,0,0,0,0
YKL096W,15,28,26,45
YKL096W-A,83,24,5,16
YKL097C,2,6,14,12
YKL098W,0,0,0,0
YKL099C,1,8,4,0
YKL100C,0,1,0,0
YKL100W-A,0,0,0,0
YKL101W,0,0,0,0
YKL102C,0,0,0,2
YKL103C,1,14,0,1
YKL104C,21,18,16,30
YKL105C,0,0,0,0
YKL106C-A,0,0,0,0
YKL106W,0,0,0,0
YKL107W,8,4,15,8
YKL108W,65,65,46,79
YKL109W,100,100,100,100
YKL110C,1,16,11,15
YKL111C,0,0,0,0
YKL112W,0,0,0,0
YKL113C,17,14,11,31
YKL114C,2,4,1,1
YKL115C,4,0,0,0
YKL116C,0,0,0,0
YKL117W,0,0,2,3
YKL118W,0,0,0,0
YKL119C,0,0,0,0
YKL120W,0,0,0,0
YKL121W,3,6,6,0
YKL122C,0,0,0,0
YKL123W,0,1,0,0
YKL124W,0,1,1,0
YKL125W,6,8,19,0
YKL126W,0,0,0,0
YKL127W,2,0,0,4
YKL128C,0,0,0,0
YKL129C,23,1,0,2
YKL130C,0,0,0,0
YKL131W,0,0,0,0
YKL132C,0,0,0,0
YKL133C,0,16,7,0
YKL134C,0,0,0,0
YKL135C,0,0,0,0
YKL136W,0,0,0,0
YKL137W,0,4,0,5
YKL138C,0,0,0,0
YKL138C-A,0,0,0,0
YKL139W,0,0,0,0
YKL140W,0,0,0,0
YKL141W,0,2,9,0
YKL142W,5,2,0,0
YKL143W,0,2,11,0
YKL144C,0,0,0,0
YKL145W,0,0,2,0
YKL145W-A,0,0,0,0
YKL146W,2,8,8,11
YKL147C,0,0,0,0
YKL148C,0,0,0,0
YKL149C,0,1,0,1
YKL150W,1,0,0,3
YKL151C,0,19,3,0
YKL152C,86,34,79,53
YKL153W,0,0,0,0
YKL154W,0,0,0,11
YKL155C,0,0,0,0
YKL156C-A,0,0,0,0
YKL156W,4,1,0,2
YKL157W,0,0,0,0
YKL159C,0,0,0,0
YKL160W,0,0,0,0
YKL161C,18,34,56,27
YKL162C,25,35,14,18
YKL162C-A,51,63,82,55
YKL163W,62,43,13,41
YKL164C,32,28,9,24
YKL165C,0,0,0,0
YKL165C-A,0,0,0,0
YKL166C,0,8,6,0
YKL167C,0,0,0,0
YKL168C,0,0,0,0
YKL169C,0,0,0,0
YKL170W,1,9,1,0
YKL171W,0,0,0,0
YKL172W,1,10,7,0
YKL173W,0,0,0,0
YKL174C,0,0,0,0
YKL175W,0,1,1,0
YKL176C,0,1,1,1
YKL177W,0,0,0,0
YKL178C,95,79,29,66
YKL179C,4,0,0,1
YKL180W,1,0,0,4
YKL181W,18,8,4,3
YKL182W,100,82,97,84
YKL183C-A,0,0,0,0
YKL183W,0,0,0,0
YKL184W,0,0,0,0
YKL185W,29,73,21,33
YKL186C,0,0,0,0
YKL187C,0,0,0,0
YKL188C,17,12,14,11
YKL189W,0,0,0,0
YKL190W,0,3,4,0
YKL191W,1,9,1,0
YKL192C,0,0,0,0
YKL193C,4,0,0,0
YKL194C,0,0,0,0
YKL195W,0,0,0,0
YKL196C,0,0,1,0
YKL197C,0,0,0,0
YKL198C,0,2,0,0
YKL201C,0,0,0,0
YKL202W,2,0,0,0
YKL203C,7,6,3,16
YKL204W,0,0,0,0
YKL205W,0,3,2,0
YKL206C,4,1,3,0
YKL207W,0,1,0,0
YKL208W,0,1,0,0
